url_core,N_url,N,rel_party,insularity_party,insularity_media
instagram,1481,2,0.000632911392405063,0.0664370998812122,0.489282502062356
change,564,2,0.000632911392405063,0.0676137905925867,0.424590921073823
legifrance,199,2,0.000632911392405063,0.501461637909847,0.224288282020446
rfi,294,2,0.000632911392405063,0.262647492097262,0.197852337396121
france24,126,2,0.000632911392405063,0.511580441924832,0.259278583889622
lepetitjournal,102,2,0.000632911392405063,0.530306429911469,0.664332445199682
letelegramme,827,2,0.000632911392405063,0.20979774206596,0.451259083536924
laprovence,270,2,0.000632911392405063,0.428000863393996,0.418787222976378
euractiv,76,2,0.000632911392405063,0.564295169934101,0.388085988589332
rue89strasbourg,13,2,0.000632911392405063,0.877110433738244,0.847633330204049
tf1,113,2,0.000632911392405063,0.501689546999467,0.240646068198025
