url_core,N_url,N,rel_party,insularity_party,insularity_media
twitter,181930,1911,0.608986615678776,0.516462269157156,0.0386038755536863
sinnfein,520,516,0.164435946462715,0.999819463755943,0.999521815098594
facebook,7671,91,0.0289993626513703,0.519344872509461,0.122967915684898
youtube,4670,48,0.0152963671128107,0.530699215331723,0.135561007782183
irishtimes,158,45,0.01434034416826,0.747533448576548,0.666219316204506
bbc,10514,31,0.00987890376035692,0.125629237273456,0.272093076201538
theguardian,12468,27,0.00860420650095602,0.138140890429705,0.430062474502148
franciemolloy,25,25,0.00796685787125558,1,1
anphoblacht,19,15,0.00478011472275335,0.985813694594976,0.969821588684833
eamonnmallie,16,14,0.00446144040790312,0.955642523081397,0.927389204573627
belfastmedia,14,14,0.00446144040790312,1,1
gov,10822,13,0.0041427660930529,0.146535344506995,0.310542829909659
irishnews,61,13,0.0041427660930529,0.617152791674102,0.687731181809867
rte,65,13,0.0041427660930529,0.690637418484964,0.746632907712653
independent,2888,11,0.00350541746335245,0.224086738911674,0.364141978604545
belfasttelegraph,185,8,0.00254939451880178,0.235846268002068,0.765277730018825
gaa,9,8,0.00254939451880178,0.998427083888286,0.996878715370984
mailchi,653,7,0.00223072020395156,0.55510690543119,0.27767509875568
hscni,11,7,0.00223072020395156,0.785354127579737,0.851455873156017
wordpress,936,6,0.00191204588910134,0.512950385308091,0.313377990491824
belfastlive,34,6,0.00191204588910134,0.530557505766526,0.716002795661983
newsletter,94,6,0.00191204588910134,0.237137245467277,0.858577444152417
midulstermail,6,6,0.00191204588910134,1,1
tyronetimes,6,6,0.00191204588910134,1,1
eventbrite,802,5,0.00159337157425112,0.400690257620876,0.161711719333366
ipetitions,23,5,0.00159337157425112,0.96002407989596,0.917666959850834
bobbysandstrust,5,5,0.00159337157425112,1,1
madden-finucane,5,5,0.00159337157425112,1,1
change,658,4,0.00127469725940089,0.276173109037722,0.308909340641274
pscp,509,4,0.00127469725940089,0.518021793441712,0.222127644321883
gofundme,289,4,0.00127469725940089,0.552761044932101,0.263170616339311
anthonynolan,26,4,0.00127469725940089,0.857247742395166,0.687208524013193
derrynow,22,4,0.00127469725940089,0.585614336887918,0.860501581280687
nibusinessinfo,8,4,0.00127469725940089,0.722373274599673,0.759977766694148
eoni,16,4,0.00127469725940089,0.628637312185689,0.672125220487583
leargas,5,4,0.00127469725940089,0.997482928465941,0.995028425969243
ft,1119,3,0.000956022944550669,0.209886784428459,0.274791139190161
instagram,1630,3,0.000956022944550669,0.166456247661108,0.425524814728952
justgiving,936,3,0.000956022944550669,0.21773879526786,0.125746282073199
reuters,271,3,0.000956022944550669,0.530753206125927,0.107104551003589
nytimes,258,3,0.000956022944550669,0.566254202188633,0.344852365676577
vimeo,155,3,0.000956022944550669,0.544481925652157,0.339112010270464
rt,17,3,0.000956022944550669,0.866223724579679,0.819015174921273
nidirect,22,3,0.000956022944550669,0.522209985949144,0.720322197692843
