party_short,topic,Score
FI,T15.réforme,0.542195449582137
DVG,T15.réforme,0.504773264910521
UDI,T15.réforme,0.350380922805025
MoDem,T16.élèves,0.560318050745256
LREM,T16.élèves,0.524537359107012
LR,T16.élèves,0.341379175258768
PS,T16.élèves,0.510974087632505
PCF,T16.élèves,0.506784402172728
RN,T16.élèves,0.253093683563392
Agir,T16.élèves,0.404211337573657
FI,T16.élèves,0.519275434322365
DVG,T16.élèves,0.349092416787083
UDI,T16.élèves,0.433330047018453
MoDem,T17.droite,0.502542905321239
LREM,T17.droite,0.468820332840588
LR,T17.droite,0.529925395200888
PS,T17.droite,0.515134762649509
PCF,T17.droite,0.337471547008923
RN,T17.droite,0.537985616185586
Agir,T17.droite,0.522503706311917
FI,T17.droite,0.216958830503218
DVG,T17.droite,0.185817898157132
UDI,T17.droite,0.521000753479875
MoDem,T18.santé,0.515272926330326
LREM,T18.santé,0.508033669701774
LR,T18.santé,0.320251056154827
PS,T18.santé,0.433076606211067
PCF,T18.santé,0.521042108439611
RN,T18.santé,0.388491618370708
Agir,T18.santé,0.494705709188682
FI,T18.santé,0.502435484306967
DVG,T18.santé,0.545483742495395
UDI,T18.santé,0.440795697334003
MoDem,T19.covid,0.39756200138765
LREM,T19.covid,0.45814310262815
LR,T19.covid,0.500831491555966
PS,T19.covid,0.341392701647042
PCF,T19.covid,0.314488841816527
RN,T19.covid,0.55987818482965
Agir,T19.covid,0.546566737052944
FI,T19.covid,0.53977683402067
DVG,T19.covid,0.261771207360587
UDI,T19.covid,0.256109670567746
MoDem,T20.débat,0.566242790302611
LREM,T20.débat,0.531237213677707
LR,T20.débat,0.494356237344802
PS,T20.débat,0.50463943807677
PCF,T20.débat,0.354246283334209
RN,T20.débat,0.519171015114473
Agir,T20.débat,0.354680754309775
FI,T20.débat,0.3858645098282
DVG,T20.débat,0.169274148636957
UDI,T20.débat,0.502867349483045
MoDem,T21.député,0.30648701010829
LREM,T21.député,0.275410761468962
LR,T21.député,0.518052306812026
PS,T21.député,0.564327312691906
PCF,T21.député,0.532075132300057
RN,T21.député,0.211761994203037
Agir,T21.député,0.332608032854317
FI,T21.député,0.512988264890592
DVG,T21.député,0.490476006427159
UDI,T21.député,0.510882602799243
MoDem,T22.ville,0.467838934098867
LREM,T22.ville,0.50166119492362
LR,T22.ville,0.444466568605134
PS,T22.ville,0.506434442938984
PCF,T22.ville,0.524818791770871
RN,T22.ville,0.339004890409854
Agir,T22.ville,0.559166999029997
FI,T22.ville,0.37250178779103
DVG,T22.ville,0.496238901567188
UDI,T22.ville,0.459134630893211
MoDem,T23.députée,0.592219128909994
LREM,T23.députée,0.614654506677023
LR,T23.députée,0.27666398077333
PS,T23.députée,0.336448996723282
PCF,T23.députée,0.196092203048702
RN,T23.députée,0.127361305684572
Agir,T23.députée,0.486626600643303
FI,T23.députée,0.203087090962473
DVG,T23.députée,0.0336807918717423
UDI,T23.députée,0.527130267442242
MoDem,T24.taux,0.509883922915505
LREM,T24.taux,0.529191271735048
LR,T24.taux,0.507834153870451
PS,T24.taux,0.512366679441103
PCF,T24.taux,0.518608141625215
RN,T24.taux,0.519762697452749
Agir,T24.taux,0.46416556418973
FI,T24.taux,0.348306634767536
DVG,T24.taux,0.205424807874772
UDI,T24.taux,0.500563432276726
MoDem,T25.députés,0.491709691237334
LREM,T25.députés,0.43042500363497
LR,T25.députés,0.41384485269552
PS,T25.députés,0.505616987246959
PCF,T25.députés,0.520484177298259
RN,T25.députés,0.235798571054094
Agir,T25.députés,0.35858001584277
FI,T25.députés,0.501634698006669
DVG,T25.députés,0.581297645571483
UDI,T25.députés,0.479306784301623
MoDem,T26.loi,0.426615185709079
LREM,T26.loi,0.484928581770168
LR,T26.loi,0.523287948168781
PS,T26.loi,0.510693249229482
PCF,T26.loi,0.392902721211322
RN,T26.loi,0.511714668125589
Agir,T26.loi,0.359047110722265
FI,T26.loi,0.516138280083332
DVG,T26.loi,0.532158167279341
UDI,T26.loi,0.396583271721913
MoDem,T27.données,0.421185601805552
LREM,T27.données,0.508957487487371
LR,T27.données,0.52536909554709
PS,T27.données,0.494141593892538
PCF,T27.données,0.509834311345551
RN,T27.données,0.512515262762406
Agir,T27.données,0.445950374946083
FI,T27.données,0.543666138266206
DVG,T27.données,0.32401915398626
UDI,T27.données,0.311280321283328
MoDem,T28.produits,0.474383173235756
LREM,T28.produits,0.462477963587474
LR,T28.produits,0.247635279898092
PS,T28.produits,0.401482948950625
PCF,T28.produits,0.261282708082603
RN,T28.produits,0.267577973576872
Agir,T28.produits,0.242449303221587
FI,T28.produits,0.516463396060668
DVG,T28.produits,0.641272389493753
UDI,T28.produits,0.506535279390278
MoDem,T29.politique,0.51410841892757
LREM,T29.politique,0.504320889441935
LR,T29.politique,0.386737415220157
PS,T29.politique,0.518533339434278
PCF,T29.politique,0.444312378769988
RN,T29.politique,0.233755195417386
Agir,T29.politique,0.429040719372425
FI,T29.politique,0.502439182825323
DVG,T29.politique,0.546832570946694
UDI,T29.politique,0.514381027546204
MoDem,T30.macron,0.502820843019169
LREM,T30.macron,0.484345341033083
LR,T30.macron,0.524952211220494
PS,T30.macron,0.503042999115613
PCF,T30.macron,0.520768920954172
RN,T30.macron,0.514751459441175
Agir,T30.macron,0.525908957295831
FI,T30.macron,0.409511101856496
DVG,T30.macron,0.177188842858657
UDI,T30.macron,0.500650080378722
