party_short,gini_abs,gini_norm,gini_centered,N_urls,rel_urls,size
FI,0.886110668296226,0.701967390029658,0.555625660422903,190,0.701107011070111,577493
FdI,0.93733111269728,0.788802105616741,0.681472740252135,148,0.546125461254613,259276
IV,0.9129188189902,0.702482292868141,0.588515458607982,166,0.612546125461255,670564
LN,0.928448885653571,0.758359979938684,0.642199688818598,167,0.616236162361624,486575
M5S,0.946940671078602,0.773366273709108,0.655297498996824,196,0.723247232472325,2119770
PD,0.897819578276563,0.722509652561313,0.587080695836729,182,0.671586715867159,899651
