party_short,gini_abs,gini_norm,gini_centered,N_urls,rel_urls,size
FPÖ,0.767870167760759,0.552682635443882,0.417972773816485,35,0.875,120137
GRÜNE,0.862655248397436,0.530101971685445,0.432610518332546,36,0.9,122385
NEOS,0.811505335419574,0.479564703472842,0.374739924206478,35,0.875,178834
SPÖ,0.822471987351344,0.54729823230158,0.414610831359935,35,0.875,166417
ÖVP,0.70767004341534,0.598764612316985,0.464732733479328,32,0.8,15257
